tweet,image_url,tweet_link
TNI dah kek Gibran aja dicarikan kerjaan sama Prabowo lewat RUU TNI,https://pbs.twimg.com/media/GpC-bjTakAEQP83?format=jpg&name=small,https://x.com/hnirankara
"Draf rancangan RUU TNI enggak ada dan gabisa diakses 
Rapat pembahasan di hotel mewah dan tertutup 
Komunikasi publik pejabat buruk dan hiring buzzer 
Semua partai Senayan mendukung RUU ini 

Wow! Mengkhawatirkan sekali. 
#TolakRUUTNI",,https://x.com/txtfromIR
mahasiswa inisial f ngundang tni dateng ke konsol tentang ruu tni? wkwkwk kontol,,https://x.com/filsufsesat
"Sdh tahu tentara masuk kampus adlh kemunduran demokrasi yg mengingatkan kita  pada masa Orba,
dimana saat itu militer memiliki peran dominan dlm kehidupan sipil termasuk institusi pendidikan, lah kalian dng entengnya malah ketok palu mengesahkan RUU TNI.

#CabutRUUTNI",https://pbs.twimg.com/media/GpIbeana4AAvtnn?format=jpg&name=900x900,https://x.com/vita_AVP
"Amanat reformasi sudah jelas. Jika TNI duduki jabatan sipil, tanggalkan seragam dan pensiun. Bedil dikembalikan beserta ajudannya.

Posisi strategis di jabatan sipil menuntut kompetensi dan inteligensi. Bukan senjata dan jiwa korsa.

Lewat RUU TNI, mereka coba kembalikan",,https://x.com/The_RedsIndo
"kenapa sih orang-orang habis isi bensin pake nutup jok, masukin kembalian ke dompet, nata uang di dompet, ngepasin tutup bensin ga bener, mencari lokasi kematian Hitler, pesen tiket umroh, liat video monolog Gibran, ngetwit hapus RUU TNI, kan bikin lama antrean woy",,https://x.com/dzakyhaidar__
"Pas Paus Yohanes Paulus II meninggal awal 2005, Indonesia juga sedang dilanda polemik akibat pengesahan RUU TNI yang terburu-buru",https://pbs.twimg.com/media/GpIHzmca4AAZcf6?format=png&name=900x900,https://x.com/platonoyunsky
YLBHI mengecam keras pengesahan RUU TNI menjadi UU TNI. YLBHI menilai RUU ini inkonstitusional dan bisa mengancam kebebasan sipil.,,https://x.com/detikcom
"RUU TNI kan sudah sah jadi UU TNI per 20 Maret 2025.

Itu kenapa yang demo2 masih nyebutnya RUU TNI? Kan sudah sah.

Yang demo2 itu paham ga klo UU TNI sudah sah per tgl 20 Maret 2025?

Jangan2 yg demo2 itu bukan mahasiswa.
Krn klo mahasiswa masa ga tau klo UU TNI sudah sah? ",,https://x.com/sarah_pndjtn
" Alert 
Aktivis penolak RUU TNI di teror..!!
jejak kelam TNI  Penculik dan penghilangan paksa aktivis akankah terulang kembali???
#CabutUUTNI",https://pbs.twimg.com/media/GpS4fgObYAIfXn6?format=jpg&name=900x900,https://x.com/165Hati
"pantesan RUU TNI tetep disahkan sma bapak ini, emg bener2 tutup mata dan tutup telinga ttg keadaan masyarakat. Warganya demo, dia tetep ngesahin, warganya banyak yg keracunan, dia bilang sukses, warganya ngeluh harga kebutuhan, dia bilang negara aman. Sakit nih yg masih bangga2in",,https://x.com/Susucokelat99
"Salah satu kewenangan MK adalah menguji UU terhadap UUD 1945.

Pasal 1 Ayat (2) UUD 1945 mengatakan kedaulatan berada di tangan rakyat.

Pembentukan RUU TNI ga transparan, bahkan ada aksi masa.

Sampai sini paham kenapa harus diuji ke MK?? https://x.com/munir21c/statu/munir21c/status/1916530745268408751…",,https://x.com/Won_Noyz
gw stress nyet,https://pbs.twimg.com/media/GplTfUyakAE9jMI?format=jpg&name=small,https://x.com/zahrapepesikan
"Kasihan Banser di ganti GRIB benturkan Ormas rezim dengan rakyat. cara Aman bentuk pasukan ke 5 sipil di benturkan sipil di back up aparat. hidup Jokowi, RUU TNI POlri & kejaksaan. OBOR China di legalkan PSN sutradara oligarki .mahasiswa di tangkap aparat tak berdaya di hajar.",https://pbs.twimg.com/media/Go5HfF4WMAAoBxT?format=jpg&name=900x900,https://x.com/alfatih212426
"Plan mereka untuk bail out sudah dari 2023, jauh sebelum RUU TNI ada",https://pbs.twimg.com/media/GpBfla2bMAAgf34?format=jpg&name=900x900,https://x.com/JSTrikukuh
"Ada 41 RUU yang masuk prolegnas prioritas th 2025

RUU TNI ada didalamnya?
Tidak ada

Yg ajaib lagi
Komisi 1 yg prioritasnya seharusnya adalah RUU Penyiaran 
Tapi yg dibahas justru RUU TNI

Prototipe dari omnibus law",,https://x.com/AndiePeci
"Setelah Hotel Fairmont Kini Giliran Hotel Sheraton !

RUU Kejaksaan santer khabarnya dikebut untuk segera disahkan seperti UU TNI ? padahal banyak menuai kritik di forum-forum diskusi publik ? ada apa nih ? ada pasal bagi - bagi jabatan ya ? atau biar powerfull seperti tengtara?",https://pbs.twimg.com/media/GpEEyrEaYAA8G2j?format=jpg&name=900x900,https://x.com/Penyair_Berdiri
"""Kami Me Ngusul Kan Revisi 8 pasal dlm RUU Polri dan RUU TNI....
Bbrp pasal perlu diperbaiki atau dihapus karena BerTentangAn dgn semangat PeMajuAn HAM,""

Ttd
Saurlin P Siagian 
Komisioner Pengkajian dan Penelitian Komnas HAM

#TolakRUUPolri 
#TolakRUUKejaksaan",https://pbs.twimg.com/media/GoerdTbWQAARovs?format=jpg&name=medium,https://x.com/LexMarteg
"Kalo dia yang ngomong bahwa draft RUU TNI yang beredar itu karangan, berarti dia tahu dong draft RUU TNI yang sebenarnya seperti apa.

Secara ga langsung, direksi RUU TNI ini dari si biji satu ini.",,https://x.com/i/communities/1852235537501032782
i am depressed but at least i am eating good,https://pbs.twimg.com/media/GpTBTQCboAAij1k?format=jpg&name=900x900,https://x.com/zahrapepesikan
"2beer! Jangan sampai RUU Polri lolos seperti RUU TNI yang lolos dan disahkan secara kilat. Sebagai warga yang baik dan cinta terhadap demokrasi, Tolak RUU Polri yang mengekang rakyat! 

Jika RUU TNI dan RUU Polri disahkan, maka kami percaya Hamas daripada Densus 88",https://pbs.twimg.com/media/Go2y18ca0AAy82N?format=jpg&name=360x360,https://x.com/tubirfess
"Setelah RUU TNI disahkan maka kini RUU Polri dan RUU Kejaksaan sepertinya akan juga disahkan.. ada apa sepertinya berlomba lomba menambah kewenangan tapi minim pengawasan 
#CabutUUTNI #TolakRUUPolri 
#TolakRUUKejaksaan",,https://x.com/165Hati
"Eng.. Ing.. Eng..
Segera Mnyusul kah 2RUU yg sama dgn RUU TNI dimana urgent blm penting untk di Revisi ??!!
Mending di sahkan UU prampasan aset, yg sepertinya jauh lbh brmanfaat kebanding RUU Kejaksaan & Polri.
#BatalkanRUUTNI
#TolakRUUKejaksaan
NEW TOUR Happy Easter Rest in Love",https://pbs.twimg.com/media/GpEtZtpaAAAOBPX?format=jpg&name=900x900,https://x.com/hope_emak
LIVE TWEET SIDANG PARIPURNA PENGESAHAN RUU TNI,,https://x.com/i/communities/1852235537501032782
and y’all still support ruu tni? #TolakRUUTNI,https://pbs.twimg.com/media/GpCukujaEAASj4o?format=jpg&name=900x900,https://x.com/natadecochol
"RUU TNI bukan sekadar revisi, tetapi ancaman terhadap prinsip dasar supremasi sipil. Jika disahkan, ini akan membuka jalan bagi militer untuk kembali berperan di luar fungsi pertahanan, menciptakan preseden berbahaya bagi demokrasi dan tata kelola negara. Reformasi mengajarkan",,https://x.com/bagemeee
"UU TNI tegaskan peran, bukan dwifungsi!  Regulasi ini justru memperkuat profesionalitas TNI tanpa ganggu supremasi sipil. Jangan termakan hoaks! #UUTNI #RUUTNI #IndonesiaTerang #TolakHoaksdanProvokasi",https://pbs.twimg.com/media/Go3y8NEagAAxkKr?format=jpg&name=small,https://x.com/pengusahacanti1
Ya gini kalau wakil rakyat hobi makan lalapan daun kecubung muda. Jadi ling lung dan amnesia! Siapa pula yg mengesahkan RUU menjadi UU TNI kini kok malah kritik TNI masuk kampus. La itu kan efek dari disahkannya RUU TNI? ..... Payah banget!,https://pbs.twimg.com/media/GpJXmgra4AML9q_?format=jpg&name=900x900,https://x.com/quintta1217
Trs knp kmaren buru2 bgt ngesahin ruu tni kocak ,https://pbs.twimg.com/media/GpLH7T_a4AQL-L2?format=jpg&name=900x900,https://x.com/roticoklats
"Percuma disebarkan juga, mati satu tumbuh seribu, belum lagi di tele, hadehh,  gila  dah emg skrg.

Kedepan, ai mungkin malah bisa bikin cewek jadi buka baju sendiri kali ya secara realistis dan akurat.

Harus ada kebijakan khusus UU nya di Indonesia,  dri pada bahas RUU TNI mulu",,https://x.com/Kluhksahpribadi
"Hemat kami ndan, hal yg terjadi di dalam negeri tidak receh, ambil satu contoh program saja: MBG dari berbagai aspek bermasalah, siswa keracunan, dibilang bergizi juga enggak, korupsi di tingkat bawah sampai atas diduga terjadi dari temuan dapur yang enggak dibayar.

RUU TNI yang",,https://x.com/barengwarga
"org2 kenapa pada salty ya pdhal aku langsung tau mksd sendernya blg ""selain pengusaha."" ",,https://x.com/BIICEEL
"Entah sampai kapan demokrasi negara ini dirusak. Sebelum ada RUU TNI, sudah banyak masyarakat sipil jadi korban keganasan aparat, apalagi kalo disahkan. Tidak ada alasan untuk tidak menolak RUU TNI ini.

#TolakRUUTNI",,https://x.com/projectm_org
guys bertanya kabar ruu tni sekarang bagaimana?,,https://x.com/seblakorimalang
"Innalillahi... 

RUU TNI dah Goal 
RUU Kejaksaan dan RUU Polri on Proses, kenapa giliran RUU Perampasan Aset LELET...?? 

Mengesahkan RUU aja ngapain pilih pilih sih, ada apa dg DPR dan Pemerintah..??

#TolakRUUKejaksaan 
Makan Beracun Gratis 
Planet KitaLuna Maya Gibran  Satpam",https://pbs.twimg.com/media/GpH-qQHbsAARt_R?format=jpg&name=medium,https://x.com/_cenk90E
Publik memang harus kritis soal RUU TNI. Bukan tidak mungkin perluasan jabatan TNI di ranah sipil akan berujung pula pada kebolehan TNI aktif ikut pemilu dan politik praktis tanpa harus mengundurkan diri. Hal itu bahkan sudah pernah muncul dalam naskah RUU Pilkada Tahun 2016.,https://pbs.twimg.com/media/GmTd9T3bYAASo05?format=jpg&name=900x900,https://x.com/titianggraini
"Mensesneg: Isinya Belum Kita Bahas

Belajar dari pengalaman RUU TNI yang bisa se""kilat"" itu disahkan, apalagi lah RUU Kejaksaan !

Tetap fokus #TolakRUUKejaksaan
----
Gancit Nagano Mei Fachri Albar Astacita Kuningan Mari Bersama Fadil Jaidi Mulyono",https://pbs.twimg.com/media/GpNQN-HaoAAzRdZ?format=jpg&name=900x900,https://x.com/PakarINTELek
"masalahnya bukan sekadar ‘diskusi dan kegiatan belajar’. ini soal normalisasi kehadiran militer di ruang sipil, dalam hal ini di kampus. kita ga bisa tutup mata dari sejarah represi militer terhadap kebebasan akademik dan gerakan mahasiswa yang udah kejadian di periode silam.",,https://x.com/reboisaprut
"Ketiga""nya sama"" bobrok...

Selama politik berbagai kuasa masih jalan, ttp aja ga ada yg beres. Kalian berantem selama pilpres kemarin, mereka udh ngerencanain dan nontonin aja.

Harusnya kalian udah berani mempertanyakan apa yg terjadi ketika RUU TNI disahkan dan ga ada oposisi",,https://x.com/JackMoon_MikeAK
"Apa kaitan ruu tni dengan kelangsungan usaha? 

Ini indirect
Stability.

Salah satu point kunci usaha itu stable

Gejolak politik yg ga stabil, itu bisa mempengaruhi demand dan buying power warga.

Maka adalah tugas government, menjamin kestabilan itu.",,https://x.com/tirta_cipeng
"Klo ini ternyata cuma settingan, si cewek dibayar KDM buat 'kritik' kebijakan dia biar namanya naik lagi, kocak sih  tujuan org2 KIM+ biar netizen lupain real issue kyk ruu tni,  pager di laut, mafia tanah yg bakar rmh warga berhasil--",,https://x.com/sausleepy
" Video Demo Penolakan RUU TNI di Surabaya 
 
 • Tidak ditemukan informasi atau pemberitaan kredibel yang membenarkan klaim. 
   • Unggahan berisi narasi “video demo penolakan RUU TNI di Surabaya” merupakan konten yang menyesatkan (misleading content). 

 Selengkapnya di",https://pbs.twimg.com/media/GoqSVa_XsAAs52q?format=jpg&name=900x900,https://x.com/TurnBackHoax
Ini yg di maksut supremasi sipil di RUU TNI??  'bertanya dengan nada dering',,https://x.com/Gethuklindry1
"lo pada ga suka sama gua, gua juga gak suka kok wkwkwkwk padahal rasanya gua udh nunjukin secara jelas.. get the fucking hint",,https://x.com/zahrapepesikan
"Kamis, 20 Maret 2025, sidang paripurna DPR RI secara resmi telah mengesahkan RUU TNI. Langkah ini menimbulkan kemarahan masyarakat. Hingga kini, gelombang demonstrasi masih terasa di kota-kota di Indonesia. Lantas, mengapa kita harus marah dan harus terus marah?",,https://x.com/ChE_ITB
"@DPR_RI
 @Puspen_TNI
 belum juga sah RUU TNI nya, udah main gruduk, apalagi udah menjabat. Cih najis TNI Aktif pakai menduduki jabatan sipil segala. ",,https://x.com/uray_z
"Kamis, 20 Maret 2025, sidang paripurna DPR RI secara resmi telah mengesahkan RUU TNI. Langkah ini menimbulkan kemarahan masyarakat. Hingga kini, gelombang demonstrasi masih terasa di kota-kota di Indonesia. Lantas, mengapa kita harus marah dan harus terus marah?",,https://x.com/ChE_ITB
"@DPR_RI
 @Puspen_TNI
 belum juga sah RUU TNI nya, udah main gruduk, apalagi udah menjabat. Cih najis TNI Aktif pakai menduduki jabatan sipil segala. ",,https://x.com/uray_z
"Negara asing udah mulai Was Tetang Militer yg kembali ke panggung politik di Indonesia 

Kantor berita asal Prancis menyoroti dwifungsi TNI di era pemerintahan Prabowo akibat dr pengesahan RUU TNI yg memperluas keterlibatan militer dari 10 jabatan sipil menjadi 14 jabatan sipil.",https://pbs.twimg.com/media/GpGqtaja4AIT3Y3?format=jpg&name=900x900,https://x.com/165Hati
"Apapun alasannya, kejadian tentara mendatangi aktivis penentang revisi UU TNI adalah salah, perlu dikecam, dan tidak boleh berulang. Tapi tekanan demikian sebenarnya bukan baru. Saya mengalami hal serupa ketika IMPARSIAL mengkritisi RUU TNI pada 2004, di ujung berakhirnya",,https://x.com/rachlannashidik
wkwkwkw kamu gay kah bang,,https://x.com/zahrapepesikan
"Fun fact di ui ad dosen dari militer yg ngajar politik & ekonomi
Dia ngasi tau cara militer berbisnis & masuk ke politik dari sejarahnya & kegagalannya
Anak sospol & FIB aturannya tau beliau dan bisa manfaatkan ilmuna biar RUU TNI kmaren ga bisa di sahkan tapi ya ud alergi duluan",,https://x.com/HadolfFitler
SETUJU,,https://x.com/zahrapepesikan
mohon izin komandan konsolidasi nasional terkait ruu tni telah dimulai silakan bapak kolonel merapat ke pusgiwa ui. siap bang komandan gerakan ui,,https://x.com/filsufsesat
Boleh ga si aku masuk gereja cuman buat beli merch Luce and gang,,https://x.com/terhinakeren
"LG Batal Investasi Rp 130 T Gara-gara Kebijakan RUU TNI, Adik Kandung Prabowo Bungkam",,https://x.com/OposisiCerdas
"Negara asing udah mulai Was Tetang Militer yg kembali ke panggung politik di Indonesia 

Kantor berita asal Prancis menyoroti dwifungsi TNI di era pemerintahan Prabowo akibat dr pengesahan RUU TNI yg memperluas keterlibatan militer dari 10 jabatan sipil menjadi 14 jabatan sipil.",https://pbs.twimg.com/media/GpGqtaja4AIT3Y3?format=jpg&name=900x900,https://x.com/165Hati
"Apapun alasannya, kejadian tentara mendatangi aktivis penentang revisi UU TNI adalah salah, perlu dikecam, dan tidak boleh berulang. Tapi tekanan demikian sebenarnya bukan baru. Saya mengalami hal serupa ketika IMPARSIAL mengkritisi RUU TNI pada 2004, di ujung berakhirnya",,https://x.com/rachlannashidik
