tweet,image_url,tweet_link
Tar bakal muncul soalnya RUU TNI resmi disahin https://x.com/softgrimm/stat/softgrimm/status/1913547142842433626…,,https://x.com/gearcloudy
apakah adil di islam bisa diaplikasikan kepada si kristen? apakah persatuan Indonesia itu satu sebagai seragam atau beragam? apakah permusyawaratan ini hanya dibolehkan untuk elit sosial?,,https://x.com/blxccat
"then u prove my point. Religion already represents all of the idea of isme because it's general. but does it actually represent the people when they have different religion? that's why the rest exist, sila ke 2,3,4 dan 5.",,https://x.com/blxccat
siapa yang jual ebook novel/fiksi gitu butuh sekarang bangeet #zonauang #zonaba,,https://x.com/reboisaprut
"we live in democracy country, which is indonesia, and u bring the law. tell me, what law  ofc i don't want the law if it doesn't represent majority of the problems. that's why the ideology exist, melandasi pergerakan rakyat yang heterogen",,https://x.com/blxccat
"nah ini dikasih gambaran kalau kalian ga akan pernah siap dengan kritikan dari kaum perempuan, merendahkan aja bisanya. gimana mau perempuan berani bicara setiap keluar statement dibeginikan?",,https://x.com/blxccat
"Presiden Prabowo Subianto resmi mengesahkan dan menandatangani revisi Undang-undang TNI (RUU TNI) menjadi undang-undang.

Penandatanganan itu dilakukan setelah DPR mengesahkan RUU TNI dalam rapat paripurna DPR, pada Kamis (20/3) lalu.

""Sudah (disahkan), sudah. Sebelum lebaran,""",https://pbs.twimg.com/media/Go8lwVgbEAAO6tN?format=jpg&name=900x900,https://x.com/RadioElshinta
"Presiden Prabowo Subianto resmi mengesahkan dan menandatangani revisi Undang-undang TNI (RUU TNI) menjadi undang-undang.

Penandatanganan itu dilakukan setelah DPR mengesahkan RUU TNI dalam rapat paripurna DPR, pada Kamis (20/3) lalu.

""Sudah (disahkan), sudah. Sebelum lebaran,""",https://pbs.twimg.com/media/Go8lwVgbEAAO6tN?format=jpg&name=900x900,https://x.com/RadioElshinta
what law ,,https://x.com/blxccat
gerakan sosial akan efektif ketika bisa merangkum komunitas heterogen sebanyak mungkin dengan permasalahan yang sama,,https://x.com/blxccat
"tapi apakah sasaran gerakan yg gue inginkan ini semuanya paham islam? apakh semuanya islam? apakah semuanya beriman kepada rukun iman? stop thinking u live in islam monarchy, u live in democratic country",,https://x.com/blxccat
"why i need to get into this ""isme"" while my religion already on all of this isme? it's because my religion is just for me, not for my non-believer friends dan pergerakan ini kalau dibawa dengan identitas agama gue apakah akan didengar oleh sasaran yg ga semuanya islam?",,https://x.com/blxccat
so u just told me u know feminism more than me? congratulations girl ,,https://x.com/blxccat
"lu kritis gak? kritisnya menghasilkan ""islamis pejuang syariat islam"" disandingkan ama ideologi, berak.",,https://x.com/blxccat
"lah emang kagak butuh makanya ada kata ""aplikasi"" yeh konservatif dengan otak radikalnya",,https://x.com/blxccat
"elu tolol gituan doang ga nyambung otaknya, lu ga setuju islam itu udah merangkum segala jenis gerakan sosial krn emang landasannya kebaikan dan anti kedzaliman? kocak",,https://x.com/blxccat
"""diaplikasikan"" karena agama itu general. sedangkan isme itu udah spesifik karena sebuah pemahaman lebih dalam. yg dilakukan nabi itu general krn islam itukan dasar kebaikan makanya sering dijadikan gambaran suatu isme. bukan berarti agama = isme, isme = agama",,https://x.com/blxccat
"before we talk about abortion, ppl should get sex ed and learn the word of RESPONSIBILITY. abortion should be legal on SOME cases, SA's victim, fragile women, underage girls.",,https://x.com/blxccat
fun fact yg duluan ada di indo hindu,,https://x.com/blxccat
Nahh.. makin gila' emang kelakuan karena RUU tni nya juga udah sah,,https://x.com/calmlet_
anj 60 orang??? gua tau gua skrg g se introvert dulu tpi mungkin bisa aja tpi ga gini juga ,,https://x.com/zahrapepesikan
Bukti bahwa mereka tuh nyimak. Kalo ruu tni kemaren emg pure tone deaf aja wkwk.,https://pbs.twimg.com/media/Go3dJICaMAAhTMz?format=jpg&name=360x360,https://x.com/elisoybean
"Setelah Disahkan nya RUU TNI 
Target berikutnya adalah disahkan RUU KEJAKSAAN, polri dan KUHAP, haruskah kita Diam 

#LoveStory #WrestleMania
Pengepungan di Bukit Duri 
Liverpool Fourth",,https://x.com/WGreborn
"i believe my religion is more than ideology, agama itu sudah pasti merangkum semua jenis kebaikan makanya bisa diaplikasikan ke beberapa ""isme"" yang berpihak ke sosial...",,https://x.com/blxccat
"Kegaduhan gunakan rezim boneka China, pemilu hanya formalitas.  faktanya tetap saja Jokowi 3 periode .. sutradara majikan China Misi VISi OBOR China di legalkan PSN di back up RUU TNI ,Polri dan kejaksaan",https://pbs.twimg.com/media/Go8TZrEXsAAVv0g?format=jpg&name=900x900,https://x.com/alfatih212426
"dan apakah kalian konservatif siap doktrinnya diacak acak sama perempuan ""islamis pejuang syariat islam"" yang kritis terhadap hak mereka? nantikan kalian sendiri juga yg mencak"" trus klaim keagamaan orang lain ga setinggi kalian",,https://x.com/blxccat
Udah tuh RUU TNI,,https://x.com/inungrawk
are u saying an ideology and religions are basically same?,,https://x.com/blxccat
Bahas pengesahan RUU TNI apakah mengancam kekuasaan mereka,,https://x.com/variztelrooy
"UU TNI, RUU Polri dan RUU Kejaksaan satu paket warisan mulyono. Jika disahkan ketiganya maka suksesi dari bapaknya kepada Fufufafa akan lancar, setiap hambatan akan dicegah dan dilibas dengan cepat sesuai kewenangan aparat yang makin luas dan kuat dam ketiga UU tersebut.",,https://x.com/satunusa185593
Selamat menikmati hidup penuh sengsara wahai rakyat kecil jika RUU TNI/ POLRI sdh muktamat di sahkan,,https://x.com/9313Wak
"gue sih ga peduli lo balesnya alesan bohong atau beneran, tp setidaknya ga ngegantungin aja gitu y’all weird dan gapunya otak",,https://x.com/leftoverciggs
"Gue mau jual ini 50k/item pengiriman dari Bandung. 

BB 75kg
TB 170cm

no nego dan ongkir flat 20k!",https://pbs.twimg.com/media/Go8BhtZbcAAnqj1?format=jpg&name=900x900,https://x.com/i/communities/1563431385679167495
ho is this fr,,https://x.com/blxccat
respect other people’s timeeeeeee!!! dont act like youre the most important person itw,,https://x.com/leftoverciggs
Kalau diganti palingan nanti penggantinya dari militer kan RUU TNI udah disahkan ,,https://x.com/bloomingcereuss
makin hari orang makin bego berkomunikasi atau gimana,,https://x.com/leftoverciggs
"its just making me more certain that ppl really dont respect and just do whatever they want lol even the simplest things like being late for plans or canceling without saying anything(???) messages get left on read, or even ignored completely, with no apology or explanation",,https://x.com/leftoverciggs
